EmpID,StartDate,EndDate,BranchID
00001,2013-12-04 00:00:00,,8
00002,2012-12-31 00:00:00,,1
00003,2000-05-26 00:00:00,,11
00004,2016-05-02 00:00:00,,10
00005,2008-02-26 00:00:00,,15
00006,2015-03-03 00:00:00,,7
00007,2013-05-15 00:00:00,,13
00008,2017-04-11 00:00:00,,7
00009,2002-06-12 00:00:00,,5
00010,2002-04-24 00:00:00,,7
00011,2003-10-08 00:00:00,,7
00012,2007-08-10 00:00:00,,9
00013,2019-01-27 00:00:00,,13
00014,2002-09-22 00:00:00,,8
00015,2018-05-26 00:00:00,,15
00016,1999-06-01 00:00:00,,5
00017,2001-06-12 00:00:00,,11
00018,2009-02-18 00:00:00,,14
00019,2001-07-07 00:00:00,,13
00020,2000-10-03 00:00:00,,11
00021,2017-01-07 00:00:00,,1
00022,2009-06-25 00:00:00,,1
00023,2016-10-29 00:00:00,,2
00024,1996-08-16 00:00:00,,4
00025,1998-07-05 00:00:00,,13
00026,1997-02-26 00:00:00,,6
00027,1997-10-23 00:00:00,,15
00028,2006-05-25 00:00:00,,13
00029,2006-02-16 00:00:00,,15
00030,2010-11-14 00:00:00,,11
00031,2007-04-10 00:00:00,,8
00032,1996-11-19 00:00:00,,6
00033,2019-07-14 00:00:00,,4
00034,1992-11-06 00:00:00,,6
00035,2011-10-19 00:00:00,,7
00036,2010-10-23 00:00:00,,6
00037,1998-12-30 00:00:00,,12
00038,2016-12-10 00:00:00,,5
00039,1995-09-19 00:00:00,,9
00040,2010-08-15 00:00:00,,5
00041,2001-09-14 00:00:00,,10
00042,2006-03-03 00:00:00,,1
00043,2014-04-30 00:00:00,,2
00044,1996-05-02 00:00:00,,5
00045,2018-05-08 00:00:00,,8
00046,2008-03-31 00:00:00,,9
00047,2018-12-16 00:00:00,,11
00048,2004-01-11 00:00:00,,14
00049,2002-01-26 00:00:00,,1
00050,2011-09-20 00:00:00,,12
00051,2015-11-17 00:00:00,,1
00052,2008-06-17 00:00:00,,5
00053,1998-06-15 00:00:00,,14
00054,2007-01-11 00:00:00,,11
00055,2006-12-30 00:00:00,,7
00056,2011-09-01 00:00:00,,2
00057,2019-10-14 00:00:00,,15
00058,2019-01-08 00:00:00,,3
00059,2017-07-27 00:00:00,,13
00060,2001-07-21 00:00:00,,3
00061,2016-06-19 00:00:00,,15
00062,2015-09-20 00:00:00,,2
00063,2001-01-12 00:00:00,,1
00064,2018-06-18 00:00:00,,5
00065,2018-01-05 00:00:00,,7
00066,2001-08-01 00:00:00,,5
00067,2015-08-27 00:00:00,,12
00068,2013-11-22 00:00:00,,11
00069,2009-03-21 00:00:00,,5
00070,1992-12-22 00:00:00,,7
00071,2008-10-04 00:00:00,,8
00072,2006-10-20 00:00:00,,10
00073,2018-08-23 00:00:00,,9
00074,1997-05-23 00:00:00,,9
00075,1999-03-24 00:00:00,,10
00076,2003-03-10 00:00:00,,6
00077,2014-03-24 00:00:00,,10
00078,2009-04-24 00:00:00,,11
00079,2011-11-11 00:00:00,,12
00080,2012-07-13 00:00:00,,2
00081,2014-01-26 00:00:00,,14
00082,2007-08-12 00:00:00,,8
00083,2012-05-10 00:00:00,,5
00084,2017-05-25 00:00:00,,4
00085,2015-03-08 00:00:00,,6
00086,2003-09-23 00:00:00,,6
00087,2007-11-11 00:00:00,,13
00088,1999-09-18 00:00:00,,15
00089,2015-05-12 00:00:00,,1
00090,2005-02-21 00:00:00,,13
00091,2010-08-16 00:00:00,,6
00092,1994-12-26 00:00:00,,14
00093,2013-02-18 00:00:00,,10
00094,2006-08-27 00:00:00,,3
00095,2014-11-25 00:00:00,,8
00096,2009-06-22 00:00:00,,9
00097,2011-09-27 00:00:00,,5
00098,2005-06-03 00:00:00,,15
00099,2016-02-25 00:00:00,,8
00100,2011-06-09 00:00:00,,8
00101,2018-08-29 00:00:00,,14
00102,2006-10-08 00:00:00,,15
00103,2003-06-29 00:00:00,,2
00104,1996-12-18 00:00:00,,13
00105,2012-04-20 00:00:00,,7
00106,2004-03-20 00:00:00,,13
00107,2006-05-11 00:00:00,,3
00108,1995-01-12 00:00:00,,2
00109,2008-01-09 00:00:00,,9
00110,2010-04-07 00:00:00,,11
00111,2012-03-14 00:00:00,,2
00112,2014-07-15 00:00:00,,4
00113,1997-02-12 00:00:00,,4
00114,2002-04-30 00:00:00,,11
00115,2005-10-28 00:00:00,,15
00116,2002-09-14 00:00:00,,6
